architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexicity_density,unique_ngram_count
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,deregister_tm_clones,001007ee,Non-Crypto,4,5,3,0,0,0,2.5,1,5,2,3,0,0,10,1.034242869,0.085714286,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,3,3,6,0.052631579,4.215360357,2.259799223,0.3,8
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,register_tm_clones,100810,Non-Crypto,4,5,3,0,0,0,3.75,1,5,2,3,0,0,15,0.806635502,0.10515873,8,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,6,4,8,0.037037037,4.462288369,2.646157985,0.2,13
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,__do_global_dtors_aux,0010083c,Non-Crypto,5,8,5,1,1,0.125,4,2,7,2,6,1,0,20,1.470975273,0.068253968,16,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,16,3,3,14,0.166666667,4.926272374,2.311358185,0.25,18
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,modnorm,100878,ECC,3,3,2,0,0,0,6.666666667,2,3,1,2,0,0,20,1.807596616,0,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,48,0,0,16,0.25,4.865168899,2.036633856,0.1,16
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,mod_add,001008b8,ECC,3,3,2,0,0,0,8,1,3,1,2,0,0,24,1.887652184,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,56,0,0,21,0.25862069,4.796527784,2.216803673,0.083333333,17
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,mod_sub,100908,ECC,4,4,2,0,0,0,7,1,4,1,3,0,0,28,1.681481392,0,4,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,40,0,0,24,0.241935484,4.784466953,2.453216718,0.071428571,18
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,mod_mul,100962,ECC,1,1,2,0,0,0,40,0,2,0,1,0,0,40,1.870381096,0,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,40,0,0,19,0.142857143,5.605118535,1.901378354,0.05,26
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,egcd,001009ca,ECC,6,9,5,2,2,0.222222222,9.833333333,1,6,2,7,2,0,59,1.612814913,0.033578431,26,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,80,3,3,43,0.241134752,5.663085312,2.283087083,0.084745763,45
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,mod_inv,00100a84,ECC,8,12,6,2,2,0.166666667,6.125,1,10,3,9,2,0,49,1.467387091,0.024417314,18,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,80,3,3,32,0.212389381,5.692011594,2.237696099,0.12244898,41
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,mod_pow,00100b1c,ECC,6,9,5,1,1,0.111111111,16.5,2,4,2,7,1,0,99,1.715049548,0.026839827,24,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,136,2,1,67,0.232876712,5.88363361,2.227327646,0.050505051,42
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,init_demo_curve,00100c3c,ECC,1,0,1,0,0,0,36,1,1,0,0,0,0,36,1.957251712,0,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,88,0,0,29,0.268041237,5.254052848,1.880733853,0.027777778,19
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,point_infinity,00100cae,ECC,1,0,1,0,0,0,19,1,1,0,0,0,0,19,1.833909591,0,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,56,0,0,17,0.274509804,4.680222503,1.952675027,0.052631579,13
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,point_is_equal,00100ce6,ECC,11,16,7,0,0,0,3.454545455,1,11,6,10,0,0,38,1.072889995,0,24,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,32,0,0,23,0.210526316,4.973919005,2.095901134,0.184210526,23
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,point_double,00100d4a,ECC,10,27,19,14,14,0.518518519,15.2,1,16,4,23,14,0,152,1.78202345,0.020790816,36,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,152,3,3,104,0.257978723,5.689443085,2.182463489,0.125,49
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,point_add,00100f24,ECC,14,34,22,15,15,0.441176471,11.64285714,1,21,6,28,15,0,163,1.809649241,0.015016234,46,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,144,3,3,111,0.260545906,5.756262081,2.205162301,0.134969325,50
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,scalar_mul,0010111a,ECC,11,19,10,5,5,0.263157895,9.090909091,1,13,4,15,5,0,100,1.773126257,0.024621212,42,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,144,6,4,76,0.229007634,5.806480875,2.261444566,0.1,58
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,gen_keypair,0010125e,ECC,5,9,6,3,3,0.333333333,11.6,1,8,2,7,3,0,58,1.814028981,0.014588859,22,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,112,3,3,45,0.243055556,5.808946797,2.217439759,0.103448276,40
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,compute_shared,101312,ECC,3,5,4,2,2,0.4,10.66666667,1,5,1,4,2,0,32,1.737275271,0.02020202,14,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,64,3,3,24,0.2375,5.533177386,2.272967441,0.125,24
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,ecdsa_sign_toy,101374,ECC,13,23,12,10,10,0.434782609,8.692307692,1,11,5,18,10,0,113,1.122957062,0.007446501,38,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,152,3,3,74,0.2265625,5.933084184,2.320807249,0.10619469,52
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,ecdsa_verify_toy,001014d2,ECC,13,26,15,7,7,0.269230769,8.538461538,1,18,7,19,7,0,111,1.32367922,0.017902953,42,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,160,4,3,75,0.217557252,5.785185074,2.305098069,0.135135135,53
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,print_point,101638,Non-Crypto,4,6,4,2,2,0.333333333,7.25,1,5,1,5,2,0,29,1.708806586,0.035869565,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,32,2,2,21,0.202898551,5.298385096,2.255772147,0.137931034,24
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,main,0010168c,Non-Crypto,9,41,34,30,30,0.731707317,22.77777778,2,22,3,38,30,0,205,1.629810464,0.122432165,74,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,27,0,268,26,26,117,0.073047859,5.799215035,2.031198017,0.165853659,57
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,__clzdi2,0010192a,ECC,5,5,2,1,1,0.2,4.4,2,4,2,3,1,0,22,1.031461849,0.108005307,12,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,4,0,0,5,3,13,0.081632653,4.850013374,2.419378211,0.090909091,17
riscv,ECC,riscv64-linux-gnu-gcc,O0,ecc_riscv_riscv64-linux-gnu-gcc_O0.elf,__umodti3,101970,ECC,69,106,39,11,8,0.103773585,3.782608696,4,66,41,65,11,0,261,0.355966282,0.105878815,146,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,6,0,0,113,68,115,0.013636364,6.26943391,3.079228368,0.149425287,151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_00100750,100750,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_00100760,100760,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_00100770,100770,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_00100780,100780,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_00100790,100790,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_001007a0,001007a0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.854067142,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,FUN_001007b0,001007b0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,_start,001007c0,Non-Crypto,1,3,4,1,1,0.333333333,12,0,3,0,3,1,0,12,1.909598018,0.086956522,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,4,0.086956522,4.616874606,1.910269941,0.333333333,11
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,_PREINIT_0,1.01E+05,Non-Crypto,1,0,1,0,0,0,3,1,1,0,0,0,0,3,1.303515793,0.2,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,2,0,3.121928095,1.921928095,0.333333333,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,deregister_tm_clones,001007ee,Non-Crypto,4,5,3,0,0,0,2.5,1,5,2,3,0,0,10,1.034242869,0.085714286,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,3,3,6,0.052631579,4.215360357,2.259799223,0.3,8
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,register_tm_clones,100810,Non-Crypto,4,5,3,0,0,0,3.75,1,5,2,3,0,0,15,0.814461887,0.10515873,8,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,6,4,8,0.037037037,4.524899449,2.646157985,0.2,13
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,__do_global_dtors_aux,0010083c,Non-Crypto,5,8,5,1,1,0.125,4,2,7,2,6,1,0,20,1.470975273,0.068253968,16,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,16,3,3,14,0.166666667,5.008253193,2.311358185,0.25,18
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,mod_add,100878,ECC,3,3,2,0,0,0,1.666666667,1,3,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,3,0,3.521640636,2.584962501,0.4,4
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,mod_sub,100886,ECC,3,2,1,0,0,0,3,2,3,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,6,0,4.039148672,2.170950594,0.111111111,6
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,mod_mul,001008a2,ECC,1,1,2,0,0,0,10,0,2,0,1,0,0,10,1.546694212,0,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,6,0.095238095,4.546593564,2.104043718,0.2,9
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,egcd,001008bc,ECC,5,7,4,3,3,0.428571429,9.4,1,5,2,5,3,0,47,1.283695145,0.032535885,24,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,64,3,3,28,0.2,5.953061825,2.358252518,0.085106383,36
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,mod_inv,100932,ECC,6,9,5,3,3,0.333333333,5.5,1,8,3,6,3,0,33,1.007374798,0.036011905,20,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,32,3,3,18,0.157142857,5.479567013,2.327161436,0.151515152,31
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,point_infinity,100986,ECC,1,0,1,0,0,0,5,1,1,0,0,0,0,5,0.762653853,0,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,3,0.25,3.182005815,1.825011211,0.2,4
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,point_is_equal,100994,ECC,6,7,3,1,1,0.142857143,3,2,6,3,4,1,0,18,0.639174912,0,14,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,8,0.170731707,4.92779897,2.125932046,0.166666667,16
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,init_demo_curve,001009be,ECC,1,0,1,0,0,0,12,1,1,0,0,0,0,12,1.082426004,0,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,7,0.233333333,4.208966083,1.643346334,0.083333333,7
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,point_double,001009da,ECC,7,23,18,16,16,0.695652174,13.42857143,1,13,4,19,16,0,94,1.292547221,0.029825228,28,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,3,3,33,0.157303371,5.905113578,2.155649515,0.191489362,39
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,point_add,00100ac8,ECC,14,33,21,19,19,0.575757576,8.428571429,1,21,6,27,19,0,118,1.25024476,0.014880952,40,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,3,3,51,0.192468619,6.242701862,2.285787632,0.177966102,50
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,scalar_mul,00100bea,ECC,8,15,9,6,6,0.4,11.25,1,11,4,11,6,0,90,1.285186127,0.025315126,42,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,176,6,4,58,0.225352113,6.502207944,2.338086523,0.1,48
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,gen_keypair,00100cc2,ECC,3,5,4,3,3,0.6,12.66666667,1,6,1,4,3,0,38,1.395938067,0.015625,24,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,2,25,0.2,5.784260069,2.247249136,0.105263158,30
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,compute_shared,00100d24,ECC,3,4,3,2,2,0.5,7.666666667,1,5,1,3,2,0,23,1.363457144,0.026315789,12,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,2,14,0.20754717,5.356558335,2.311657266,0.130434783,20
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,ecdsa_sign_toy,00100d5a,ECC,8,17,11,9,9,0.529411765,9.75,1,10,5,12,9,0,78,1.182018867,0.019164099,34,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,128,3,3,47,0.2,6.357563319,2.352066302,0.141025641,45
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,ecdsa_verify_toy,00100e1e,ECC,10,22,14,10,10,0.454545455,8.3,1,15,7,15,10,0,83,1.006950252,0.021022727,36,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,136,3,3,37,0.154320988,6.204220353,2.300851932,0.168674699,48
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,print_point,00100eee,Non-Crypto,4,6,4,3,3,0.5,4.75,1,5,1,5,3,0,19,1.316171378,0.047916667,16,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,2,2,11,0.12195122,4.75856294,2.306030106,0.210526316,15
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,main,00100f20,Non-Crypto,7,38,33,30,30,0.789473684,24,2,20,3,35,30,0,168,1.476259937,0.109233993,106,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,23,0,272,26,26,91,0.080118694,5.848432291,2.078783539,0.196428571,53
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,__clzdi2,101114,ECC,5,5,2,1,1,0.2,4.4,2,4,2,3,1,0,22,1.177791074,0.108005307,12,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,4,0,0,5,3,13,0.081632653,4.850013374,2.419378211,0.090909091,17
riscv,ECC,riscv64-linux-gnu-gcc,O1,ecc_riscv_riscv64-linux-gnu-gcc_O1.elf,__umodti3,0010115a,ECC,69,106,39,11,8,0.103773585,3.782608696,4,66,41,65,11,0,261,0.374047788,0.105878815,146,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,6,0,0,113,68,115,0.013636364,6.263324823,3.079228368,0.149425287,151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_00100750,100750,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_00100760,100760,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_00100770,100770,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_00100780,100780,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_00100790,100790,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_001007a0,001007a0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.854067142,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,FUN_001007b0,001007b0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,main,001007c0,Non-Crypto,7,38,33,13,13,0.342105263,24.57142857,1,20,3,35,13,0,172,1.925866885,0.108637222,148,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,22,0,304,25,25,91,0.092485549,5.908391842,2.098861398,0.191860465,51
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,_start,001009c0,Non-Crypto,1,3,4,1,1,0.333333333,12,0,3,0,3,1,0,12,1.722518342,0.086956522,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,4,0.086956522,4.675698135,1.910269941,0.333333333,11
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,_PREINIT_0,1.01E+05,Non-Crypto,1,0,1,0,0,0,3,1,1,0,0,0,0,3,2.160457281,0.2,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,1,1,2,0,2.921928095,1.921928095,0.333333333,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,deregister_tm_clones,001009ee,Non-Crypto,4,5,3,0,0,0,2.5,1,5,2,3,0,0,10,0.729602752,0.085714286,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,3,3,6,0.052631579,4.134334254,2.259799223,0.3,8
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,register_tm_clones,00100a10,Non-Crypto,4,5,3,0,0,0,3.75,1,5,2,3,0,0,15,0.683020513,0.10515873,8,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,6,4,8,0.037037037,4.561482187,2.646157985,0.2,13
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,__do_global_dtors_aux,00100a3c,Non-Crypto,5,8,5,1,1,0.125,4,2,7,2,6,1,0,20,1.334092654,0.068253968,16,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,16,3,3,14,0.166666667,5.055751254,2.311358185,0.25,18
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,mod_add,00100a78,ECC,3,3,2,0,0,0,1.666666667,1,3,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,3,0,3.521640636,2.584962501,0.4,4
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,mod_sub,00100a86,ECC,3,2,1,0,0,0,3,2,3,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,6,0,4.039148672,2.170950594,0.111111111,6
