architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,table_lookup_presence,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,_init,00010430,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,1,0,0,3,1.6229810522232802,0.1,True,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,2,0,6,0.2,3.084962500721156,2.770950594454668,0.6666666666666666,2
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,__libc_start_main,00010450,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,__cxa_finalize,0001045c,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,printf,00010468,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,free,00010474,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,memcpy,00010480,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,malloc,0001048c,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.2516291673878226,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,strlen,000104a4,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,abort,000104b0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,_start,000104bc,Non-Crypto,1,2,3,2,2,1.0,15.0,1,3,0,2,2,0,15,1.253551364864905,0.041666666666666664,True,30,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,0,6,0.10416666666666667,4.644106550888952,1.694761074777003,0.2,14
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,call_weak_fn,000104f0,Non-Crypto,3,3,2,1,1,0.3333333333333333,3.3333333333333335,0,4,0,3,1,0,10,1.185243780541054,0.07619047619047618,True,48,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,3,0,0,6,2,6,0.07017543859649122,4.5964393446710154,2.2086202408849465,0.2,7
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,deregister_tm_clones,00010514,Non-Crypto,4,5,3,0,0,0.0,3.25,1,5,2,3,0,0,13,1.4717346409685779,0.16666666666666666,True,20,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,4,0,8,0.02702702702702703,4.209867121904035,1.9151249782571338,0.23076923076923078,9
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,register_tm_clones,00010540,Non-Crypto,4,5,3,0,0,0.0,4.0,1,5,2,3,0,0,16,1.2973197446672957,0.20295698924731181,True,86,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,13,3,12,0.012658227848101266,4.6534955617749425,2.1108761976284236,0.1875,13
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,__do_global_dtors_aux,00010574,Non-Crypto,5,8,5,2,2,0.25,4.0,2,7,2,6,2,0,20,1.439674317334433,0.06583333333333333,True,40,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,4,0,16,0.13333333333333333,4.680689288944334,2.439399604878179,0.25,17
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,xor_init,000105b8,XOR-CIPHER,8,11,5,3,2,0.2727272727272727,9.5,1,5,2,9,3,0,76,1.095778116778713,0.061100755861785275,True,294,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,25,39,23,65,0.1037463976945245,5.174538650087178,2.6279979731293412,0.06578947368421052,52
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,rol,000106ec,Non-Crypto,1,0,1,0,0,0.0,15.0,1,1,0,0,0,0,15,1.0164914029097398,0.14705882352941177,True,96,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,16,15,5,11,0.058823529411764705,4.401827886878549,2.0280043158001506,0.06666666666666667,13
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,xor_encrypt_block,00010728,XOR-CIPHER,10,15,7,2,2,0.13333333333333333,11.6,1,6,3,12,2,0,116,1.0495653450047393,0.041160587467230766,True,304,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,48,17,14,107,0.20089285714285715,4.57051868132027,2.404779481106353,0.0603448275862069,35
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,sub,000108f8,XOR-CIPHER,4,4,2,1,1,0.25,6.25,1,3,1,3,1,0,25,1.011568486978054,0.07303921568627451,True,116,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,16,6,4,21,0.11304347826086956,3.9650460079335748,2.370073237782863,0.08,18
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,perm,00010960,XOR-CIPHER,4,4,2,1,1,0.25,15.0,1,3,1,3,1,0,60,1.0409416573648314,0.0643731539802854,True,236,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,48,19,12,57,0.16104868913857678,4.2813305342748995,2.437865245953963,0.03333333333333333,27
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,diff,00010a50,XOR-CIPHER,4,5,3,2,2,0.4,12.0,1,4,1,4,2,0,48,1.2894458262107868,0.09535878765247698,True,264,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,24,30,17,42,0.08745247148288973,4.689658301309423,2.38718418963722,0.0625,31
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,xor_decrypt_block,00010b10,XOR-CIPHER,24,31,9,7,4,0.22580645161290322,8.708333333333334,1,4,7,24,7,0,209,1.012413056964195,0.03461606768187364,True,642,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,80,38,30,187,0.17556346381969157,4.73600978807369,2.3774235798640166,0.0430622009569378,53
arm,XOR-CIPHER,clang,O0,xor_arm_clang_O0.elf,xor_stream,00010e58,XOR-CIPHER,11,14,5,3,3,0.21428571428571427,9.909090909090908,1,4,3,11,3,0,109,1.2730415036143545,0.029254387441966845,True,238,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,92,14,11,95,0.19289340101522842,4.839065882358906,2.4207093532297144,0.045871559633027525,46
arm,Non-Crypto,clang,O0,xor_arm_clang_O0.elf,main,0001100c,Non-Crypto,16,45,31,30,26,0.6666666666666666,13.0,1,19,5,40,30,0,208,1.451549975520286,0.043375436659928365,True,630,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,35,0,376,43,32,165,0.13436385255648037,5.175775344360176,2.5370668004752304,0.14903846153846154,41
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,_init,00010450,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,1,0,0,3,1.6229810522232802,0.1,True,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,2,0,6,0.2,3.2516291673878226,2.770950594454668,0.6666666666666666,2
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,__libc_start_main,00010470,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,1.756807370791777,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,__cxa_finalize,0001047c,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,1.7568073707917775,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.2516291673878226,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,printf,00010488,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,1.7568073707917775,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,free,00010494,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,1.756807370791777,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,memcpy,000104a0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,1.7568073707917775,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,puts,000104ac,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,1.756807370791777,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,malloc,000104b8,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,1.756807370791777,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,putchar,000104d0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,1.756807370791777,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,abort,000104dc,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,1.7568073707917775,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,_start,000104e8,Non-Crypto,1,2,3,2,2,1.0,15.0,1,3,0,2,2,0,15,1.310080848079985,0.041666666666666664,True,30,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,0,6,0.10416666666666667,4.644106550888952,1.694761074777003,0.2,14
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,call_weak_fn,0001051c,Non-Crypto,3,3,2,1,1,0.3333333333333333,3.3333333333333335,0,4,0,3,1,0,10,1.0786921515408305,0.07619047619047618,True,48,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,3,0,0,6,2,6,0.07017543859649122,4.5964393446710154,2.2086202408849465,0.2,7
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,deregister_tm_clones,00010540,Non-Crypto,4,5,3,0,0,0.0,3.25,1,5,2,3,0,0,13,1.4717346409685779,0.16666666666666666,True,20,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,4,0,8,0.02702702702702703,4.209867121904035,1.9151249782571338,0.23076923076923078,9
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,register_tm_clones,0001056c,Non-Crypto,4,5,3,0,0,0.0,4.0,1,5,2,3,0,0,16,1.2973197446672957,0.20295698924731181,True,86,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,13,3,12,0.012658227848101266,4.6534955617749425,2.1108761976284236,0.1875,13
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,__do_global_dtors_aux,000105a0,Non-Crypto,5,8,5,2,2,0.25,4.0,2,7,2,6,2,0,20,1.439674317334433,0.06583333333333333,True,40,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,4,0,16,0.13333333333333333,4.680689288944334,2.439399604878179,0.25,17
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,xor_init,000105e4,XOR-CIPHER,5,8,5,2,1,0.25,8.4,1,5,2,6,2,0,42,1.08180080994117,0.10516043946182592,True,316,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,40,31,22,43,0.07384615384615385,5.441410407849419,2.212521051755558,0.11904761904761904,34
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,rol,00010690,Non-Crypto,1,0,1,0,0,0.0,7.0,1,1,0,0,0,0,7,0.7958667967679725,0.2236842105263158,False,88,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,17,7,3,0.0,3.9852281360342507,1.4220226218208554,0.14285714285714285,6
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,xor_encrypt_block,000106ac,XOR-CIPHER,5,9,6,1,1,0.1111111111111111,7.6,1,6,3,6,1,0,38,0.9894087081814078,0.0663438986871302,True,210,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,40,14,12,42,0.125,5.121045308649942,2.2520724806429713,0.15789473684210525,30
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,sub,00010744,XOR-CIPHER,3,3,2,0,0,0.0,3.3333333333333335,1,3,1,2,0,0,10,1.2354602103571686,0.14487179487179488,True,74,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,5,3,7,0.06153846153846154,4.5775671571169285,1.9554611290154689,0.2,9
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,perm,00010770,XOR-CIPHER,3,3,2,0,0,0.0,6.0,1,3,1,2,0,0,18,1.0351746753371216,0.08244897959183674,True,100,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,16,9,6,15,0.09174311926605505,4.8360486123130375,2.0060022393742485,0.1111111111111111,15
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,diff,000107b8,XOR-CIPHER,3,4,3,1,1,0.25,6.333333333333333,1,4,1,3,1,0,19,1.170124843888691,0.10203097992288261,True,160,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,16,11,18,0.08108108108108109,4.72360552091774,2.001271493620283,0.15789473684210525,17
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,xor_decrypt_block,00010804,XOR-CIPHER,16,23,9,5,5,0.21739130434782608,4.25,1,4,7,16,5,0,68,0.7774327846318709,0.05574041968997004,True,500,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,64,30,27,72,0.09819639278557114,5.347352262822161,2.050031094438451,0.1323529411764706,48
arm,XOR-CIPHER,clang,O1,xor_arm_clang_O1.elf,xor_stream,00010918,XOR-CIPHER,8,12,6,3,3,0.25,5.75,1,5,4,8,3,0,46,0.711513636153415,0.059652373094986985,True,286,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,72,20,17,44,0.08490566037735849,5.166655536727562,2.0691061169514544,0.13043478260869565,34
arm,Non-Crypto,clang,O1,xor_arm_clang_O1.elf,main,000109d0,Non-Crypto,11,39,30,24,24,0.6153846153846154,12.181818181818182,1,20,5,34,24,0,134,1.374835622896908,0.068710221842307,True,608,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,13,0,344,55,40,77,0.0603448275862069,5.47753218204366,2.159166129067317,0.22388059701492538,42
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,_init,00010450,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,1,0,0,3,1.6229810522232802,0.1,True,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,2,0,6,0.2,3.2516291673878226,2.770950594454668,0.6666666666666666,2
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,__libc_start_main,00010470,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,__cxa_finalize,0001047c,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.2516291673878226,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,printf,00010488,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,free,00010494,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,memcpy,000104a0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,puts,000104ac,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,malloc,000104b8,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,putchar,000104d0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,abort,000104dc,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0,3,2.048913382770813,0.14285714285714285,True,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,3,1,2,0.047619047619047616,3.418295834054489,1.9110928353580845,0.6666666666666666,2
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,_start,000104e8,Non-Crypto,1,2,3,2,2,1.0,15.0,1,3,0,2,2,0,15,1.310080848079985,0.041666666666666664,True,30,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,0,6,0.10416666666666667,4.644106550888952,1.694761074777003,0.2,14
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,call_weak_fn,0001051c,Non-Crypto,3,3,2,1,1,0.3333333333333333,3.3333333333333335,0,4,0,3,1,0,10,1.1760608222005091,0.07619047619047618,True,48,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,3,0,0,6,2,6,0.07017543859649122,4.5964393446710154,2.2086202408849465,0.2,7
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,deregister_tm_clones,00010540,Non-Crypto,4,5,3,0,0,0.0,3.25,1,5,2,3,0,0,13,1.4717346409685779,0.16666666666666666,True,20,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,4,0,8,0.02702702702702703,4.209867121904035,1.9151249782571338,0.23076923076923078,9
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,register_tm_clones,0001056c,Non-Crypto,4,5,3,0,0,0.0,4.0,1,5,2,3,0,0,16,1.2973197446672957,0.20295698924731181,True,86,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,13,3,12,0.012658227848101266,4.6534955617749425,2.1108761976284236,0.1875,13
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,__do_global_dtors_aux,000105a0,Non-Crypto,5,8,5,2,2,0.25,4.0,2,7,2,6,2,0,20,1.439674317334433,0.06583333333333333,True,40,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,4,0,16,0.13333333333333333,4.680689288944334,2.439399604878179,0.25,17
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,xor_init,000105e4,XOR-CIPHER,13,25,14,1,1,0.04,8.307692307692308,1,15,6,19,1,0,108,0.9440773635493798,0.09712001213100509,True,856,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,12,0,0,75,59,68,0.04600484261501211,5.365309339951082,1.7547805173877684,0.12962962962962962,38
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,rol,0001079c,Non-Crypto,1,0,1,0,0,0.0,7.0,1,1,0,0,0,0,7,0.7958667967679725,0.2236842105263158,False,88,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,17,7,3,0.0,3.9852281360342507,1.4220226218208554,0.14285714285714285,6
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,xor_encrypt_block,000107b8,XOR-CIPHER,3,6,5,0,0,0.0,31.333333333333332,1,6,2,4,0,0,94,1.3037214487749809,0.0703494444259612,True,234,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,48,27,24,89,0.18779342723004694,5.022355163111355,2.2964257075548646,0.05319148936170213,34
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,sub,00010930,XOR-CIPHER,1,0,1,0,0,0.0,52.0,1,1,0,0,0,0,52,1.3852965858824164,0.011235955056179775,True,54,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,16,0,0,2,0,60,0.3202247191011236,4.324056933239597,2.2173927749015814,0.019230769230769232,9
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,perm,00010a04,XOR-CIPHER,1,0,1,0,0,0.0,34.0,1,1,0,0,0,0,34,1.395814237445676,0.01639344262295082,True,50,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,2,0,42,0.32786885245901637,4.098179065652356,2.242324933247529,0.029411764705882353,6
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,diff,00010a8c,XOR-CIPHER,3,4,3,1,1,0.25,6.333333333333333,1,4,1,3,1,0,19,1.170124843888691,0.10203097992288261,True,160,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,16,11,18,0.08108108108108109,4.72360552091774,2.001271493620283,0.15789473684210525,18
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,xor_decrypt_block,00010ad8,XOR-CIPHER,11,16,7,5,5,0.3125,12.909090909090908,1,4,4,12,5,0,142,0.8853486069535684,0.04016572900256591,True,398,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,56,32,29,132,0.191869918699187,5.152347844714882,2.2768279467219164,0.04929577464788732,48
arm,XOR-CIPHER,clang,O2,xor_arm_clang_O2.elf,xor_stream,00010d14,XOR-CIPHER,8,12,6,3,3,0.25,5.75,1,5,4,8,3,0,46,0.711513636153415,0.059652373094986985,True,286,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,72,20,17,44,0.08490566037735849,5.179419208171025,2.0691061169514544,0.13043478260869565,37
arm,Non-Crypto,clang,O2,xor_arm_clang_O2.elf,main,00010dcc,Non-Crypto,1,104,105,104,104,1.0,368.0,1,10,0,104,104,0,368,2.3525664288705386,0.06799637352674524,True,492,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,93,0,344,75,45,131,0.10063463281958296,5.287551116117848,2.181175572297466,0.28532608695652173,43
arm,Non-Crypto,clang,O3,xor_arm_clang_O3.elf,_init,00010450,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,1,0,0,3,1.6229810522232802,0.1,True,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,2,0,6,0.2,3.2516291673878226,2.770950594454668,0.6666666666666666,2
