architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,table_lookup_presence,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,rol,code:000053,Non-Crypto,7,8,3,2,2,0.25,6.0,1,5,2,6,2,0,42,1.263503699606859,0.2716755438646483,True,124,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,23,15,31,0.10975609756097561,5.261439822068153,2.669564231400319,0.07142857142857142,32
avr,XOR-CIPHER,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,xor_init,code:00007d,XOR-CIPHER,11,16,7,3,3,0.1875,13.545454545454545,1,6,3,13,3,0,149,1.270522686339182,0.16355705178616975,True,476,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,136,93,128,0.07349397590361446,5.951967445923954,2.6302661621975467,0.04697986577181208,81
avr,XOR-CIPHER,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,sub,code:000115,XOR-CIPHER,4,4,2,1,1,0.25,12.5,1,3,1,3,1,0,50,1.4882256973270316,0.07127087622969572,True,116,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,12,11,48,0.15384615384615385,5.156985720834124,2.4645188553874253,0.04,32
avr,XOR-CIPHER,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,perm,code:000147,XOR-CIPHER,8,10,4,1,1,0.1,9.5,1,5,3,7,1,0,76,1.5206038397619064,0.24290410873216117,True,330,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,93,57,59,0.06164383561643835,5.61111124879519,2.693529042537105,0.05263157894736842,55
avr,XOR-CIPHER,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,diff,code:000193,XOR-CIPHER,9,12,5,2,2,0.16666666666666666,11.777777777777779,1,4,3,9,2,0,106,1.310652208928869,0.25589779750100633,True,424,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,114,71,72,0.07773851590106007,5.690045683150914,2.6295272270403305,0.04716981132075472,55
avr,XOR-CIPHER,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,xor_encrypt_block,code:0001fe,XOR-CIPHER,14,21,9,5,5,0.23809523809523808,8.857142857142858,1,10,5,16,5,0,124,1.531487671341391,0.14524250088994092,True,402,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,114,78,102,0.07898658718330849,5.80378930264213,2.6786709719222546,0.07258064516129033,63
avr,XOR-CIPHER,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,xor_decrypt_block,code:00027d,XOR-CIPHER,31,43,14,8,8,0.18604651162790697,7.580645161290323,1,8,12,31,8,0,235,1.449088200342366,0.12594622448787413,True,598,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,167,120,202,0.07716289945440374,6.079116843499034,2.4857833116417694,0.059574468085106386,91
avr,XOR-CIPHER,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,xor_stream,code:000369,XOR-CIPHER,11,14,5,3,3,0.21428571428571427,18.727272727272727,1,4,3,11,3,0,206,1.4294558113722984,0.13313187262017223,True,470,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,124,83,187,0.129,6.332948549566281,2.542975694707162,0.024271844660194174,69
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,main,code:000438,Non-Crypto,18,48,32,10,10,0.20833333333333334,23.27777777777778,0,23,6,42,10,0,419,1.816963624046966,0.13885413372812247,True,1018,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,184,137,325,0.11322934719815136,6.037392725823475,2.458984045642757,0.07637231503579953,76
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,__divmodhi4,code:0005f4,Non-Crypto,3,9,8,0,0,0.0,3.6666666666666665,0,7,4,5,0,0,11,1.7789078483068408,0.27777777777777773,True,58,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,11,8,8,0.08695652173913043,4.0220552088742005,2.8068687623455335,0.7272727272727273,9
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,__udivmodhi4_ep,code:000613,Non-Crypto,4,5,3,1,1,0.2,4.0,1,2,2,3,1,0,16,0.5950783496994998,0.21164940243887612,True,66,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,15,13,27,0.007246376811594203,4.3125,2.17346464728761,0.1875,14
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,malloc,code:00061c,Non-Crypto,31,45,16,1,1,0.022222222222222223,4.258064516129032,1,25,15,30,1,0,132,0.42376543579724385,0.13878690493626478,True,290,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,8,80,62,106,0.03506311360448808,5.932325431863797,1.9709230308709695,0.12121212121212122,76
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,free,code:0006b4,Non-Crypto,24,34,12,2,1,0.058823529411764705,5.125,1,21,11,23,2,0,123,0.62045377890426,0.09063341328539941,True,248,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,54,46,106,0.06396255850234009,5.871752078610929,2.1945508906705804,0.0975609756097561,62
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,memcpy,code:00073d,Non-Crypto,4,4,2,1,1,0.25,2.25,1,3,1,3,1,0,9,0.8562744762874708,0.0625,True,26,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,8,4,3,8,0.07317073170731707,3.794653473544342,2.256055895640644,0.2222222222222222,8
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,strlen,code:000746,Non-Crypto,3,3,2,0,0,0.0,3.0,1,3,1,2,0,0,9,0.7737251726991756,0.15928515928515927,True,42,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,6,5,8,0.0392156862745098,3.683542362433231,2.2312218510464485,0.2222222222222222,8
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,printf,code:00074f,Non-Crypto,1,1,2,0,0,0.0,5.0,0,2,0,1,0,0,5,2.128085278891395,0.0,False,4,0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,4,0,0,0,0.0,3.0220552088742,0.4689955935892812,0.4,2
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,putchar,code:000765,Non-Crypto,1,1,2,0,0,0.0,4.0,0,2,0,1,0,0,4,1.940593624176297,0.08333333333333333,True,12,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,1,1,4,0.16666666666666666,3.52164063634332,2.8553885422075336,0.5,3
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,puts,code:00076c,Non-Crypto,9,12,5,2,2,0.16666666666666666,4.888888888888889,1,7,4,8,2,0,44,0.841588531475153,0.09448375995230937,True,100,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,12,8,19,0.13043478260869565,5.202848560220106,2.6435059303521045,0.11363636363636363,33
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,vfprintf,code:00079c,Non-Crypto,1,1,2,0,0,0.0,5.0,1,2,0,1,0,0,5,2.5216406363433186,0.0,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,4,0,0,0,0.0,3.188721875540867,0.4689955935892812,0.4,2
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,strnlen_P,code:00097d,Non-Crypto,3,3,2,0,0,0.0,3.6666666666666665,2,3,1,2,0,0,11,0.8011558909917307,0.14245014245014245,True,54,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,9,8,12,0.039473684210526314,4.061482186720775,2.267272988072163,0.18181818181818182,10
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,strnlen,code:000988,Non-Crypto,3,3,2,0,0,0.0,3.6666666666666665,2,3,1,2,0,0,11,0.7874477427250257,0.13700351935646052,True,50,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,8,8,7,12,0.02702702702702703,3.9362600275315263,2.158441792303752,0.18181818181818182,10
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,fputc,code:000993,Non-Crypto,9,12,5,1,1,0.08333333333333333,6.666666666666667,1,9,4,8,1,0,60,1.3101807251127422,0.14684459914893072,True,132,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,24,18,44,0.11811023622047244,5.673930204123511,2.399126427585682,0.08333333333333333,46
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,__ultoa_invert,code:0009cf,Non-Crypto,13,24,13,4,2,0.16666666666666666,5.076923076923077,2,12,7,17,4,0,66,0.9858571292727594,0.13059810220838963,True,244,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,55,46,91,0.02268041237113402,5.945835552004707,2.432207868545846,0.19696969696969696,40
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,FUN_code_000a12,code:000a12,Non-Crypto,2,2,2,0,0,0.0,5.5,1,2,1,1,0,0,11,1.22447694435914,0.4816285998013903,True,90,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,39,24,10,0.00909090909090909,3.3843641434371503,2.349183168658287,0.18181818181818182,8
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,FUN_code_000a1d,code:000a1d,Non-Crypto,3,3,2,0,0,0.0,5.333333333333333,1,3,1,2,0,0,16,0.8260905579574275,0.2919103313840156,True,92,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,37,24,20,0.007518796992481203,4.174800876357291,2.76591114642757,0.125,11
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,__prologue_saves__,code:000a2d,Non-Crypto,1,1,2,0,0,0.0,16.0,0,2,0,1,0,0,16,1.3567796494470397,0.0,True,64,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,0,0,16,0.5,3.271782221599798,1.0,0.125,1
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,FUN_code_000a3d,code:000a3d,Non-Crypto,1,0,1,0,0,0.0,12.0,1,1,0,0,0,0,12,1.6863717137095429,0.48717948717948717,True,94,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,35,19,6,0.02564102564102564,4.001629167387823,2.5152708978743235,0.08333333333333333,10
avr,Non-Crypto,avr-gcc,O0,xor_avr_avr-gcc_O0.elf,__epilogue_restores__,code:000a49,Non-Crypto,1,0,1,0,0,0.0,27.0,2,1,0,0,0,0,27,1.9804440900078184,0.24305555555555555,True,94,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,33,18,25,0.13194444444444445,4.787023381672907,2.6256074827267737,0.037037037037037035,9
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,__trampolines_start,code:000034,Non-Crypto,1,1,2,0,0,0.0,6.0,0,2,0,1,0,0,6,1.8666250334275927,0.7142857142857143,False,44,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,18,10,0,0.0,3.4182958340544896,1.8352377453121176,0.3333333333333333,5
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,__do_copy_data,code:00003a,Non-Crypto,3,4,3,1,1,0.25,3.6666666666666665,0,3,1,3,1,0,11,1.4707635725179038,0.11458333333333333,True,30,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,5,4,6,0.058823529411764705,4.061482186720775,1.8334142027643539,0.2727272727272727,7
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,__do_clear_bss,code:000045,Non-Crypto,4,6,4,1,1,0.16666666666666666,2.5,0,5,1,5,1,0,10,1.2516175236233678,0.0859375,True,24,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,5,4,7,0.04,4.334962500721156,1.9965656302427193,0.4,8
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,rol,code:000053,Non-Crypto,7,8,3,2,2,0.25,2.4285714285714284,1,5,2,6,2,0,17,0.8477297619418646,0.30986394557823127,True,70,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,17,13,8,0.011764705882352941,4.4518851802374915,2.1247167849123594,0.17647058823529413,15
avr,XOR-CIPHER,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,sub,code:000064,XOR-CIPHER,3,3,2,0,0,0.0,4.666666666666667,1,3,1,2,0,0,14,1.3200629096722596,0.1598360655737705,True,38,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,12,9,15,0.043010752688172046,4.593069207771888,1.8457003619561325,0.14285714285714285,11
avr,XOR-CIPHER,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,perm,code:000072,XOR-CIPHER,7,9,4,1,1,0.1111111111111111,8.571428571428571,1,5,3,6,1,0,60,1.3725085244289215,0.30366021788901915,True,322,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,99,59,43,0.03504043126684636,5.57718320016987,2.550169826786334,0.06666666666666667,43
avr,XOR-CIPHER,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,diff,code:0000ae,XOR-CIPHER,7,10,5,2,2,0.2,9.0,1,4,3,7,2,0,63,1.229115969242353,0.2165852210449397,True,258,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,58,41,46,0.05187319884726225,5.663806105648448,2.2970566955762766,0.07936507936507936,44
avr,XOR-CIPHER,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,xor_init,code:0000ee,XOR-CIPHER,9,14,7,3,3,0.21428571428571427,14.11111111111111,1,7,4,10,3,0,127,1.4972188733123653,0.15837099322160011,True,380,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,53,43,113,0.12014787430683918,6.105679318035093,2.5189247208382253,0.05511811023622047,71
avr,XOR-CIPHER,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,xor_encrypt_block,code:00016f,XOR-CIPHER,11,18,9,4,4,0.2222222222222222,8.545454545454545,1,10,5,13,4,0,94,1.3665124881511563,0.2149042983080269,True,436,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,99,65,75,0.06288032454361055,5.715992746652684,2.78135026591416,0.09574468085106383,49
avr,XOR-CIPHER,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,xor_decrypt_block,code:0001d0,XOR-CIPHER,24,36,14,7,6,0.19444444444444445,6.083333333333333,1,8,11,25,7,0,146,1.045804171388408,0.16321721374650625,True,560,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,131,87,97,0.05138888888888889,6.131150583687104,2.526434319393851,0.0958904109589041,77
avr,XOR-CIPHER,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,xor_stream,code:000264,XOR-CIPHER,12,17,7,2,2,0.11764705882352941,12.833333333333334,1,6,5,12,2,0,154,0.957154715944608,0.14261522997970044,True,482,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,123,80,123,0.09847434119278779,6.411576000100568,2.5933481515631405,0.045454545454545456,67
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,main,code:0002ff,Non-Crypto,13,42,31,5,5,0.11904761904761904,23.846153846153847,0,22,6,36,5,0,310,1.8805849325991137,0.18084082287589504,True,996,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,178,129,243,0.08943716268311488,5.858199578054059,2.4800127201412288,0.1,64
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,__divmodhi4,code:00044d,Non-Crypto,3,9,8,0,0,0.0,3.6666666666666665,0,7,4,5,0,0,11,1.7979702624255045,0.27777777777777773,True,58,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,11,8,8,0.08695652173913043,4.0220552088742005,2.8068687623455335,0.7272727272727273,9
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,__udivmodhi4_ep,code:00046c,Non-Crypto,4,5,3,1,1,0.2,4.0,1,2,2,3,1,0,16,0.5950783496994998,0.21164940243887612,True,66,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,15,13,27,0.007246376811594203,4.3125,2.17346464728761,0.1875,14
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,malloc,code:000475,Non-Crypto,31,45,16,1,1,0.022222222222222223,4.258064516129032,1,25,15,30,1,0,132,0.42376543579724385,0.13878690493626478,True,290,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,8,80,62,106,0.03506311360448808,5.920451614513675,1.9709230308709695,0.12121212121212122,76
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,free,code:00050d,Non-Crypto,24,34,12,2,1,0.058823529411764705,5.125,1,21,11,23,2,0,123,0.62045377890426,0.09063341328539941,True,248,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,54,46,106,0.06396255850234009,5.851643410711927,2.1945508906705804,0.0975609756097561,62
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,printf,code:000596,Non-Crypto,1,1,2,0,0,0.0,5.0,0,2,0,1,0,0,5,2.128085278891395,0.0,False,4,0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,4,0,0,0,0.0,3.188721875540867,0.4689955935892812,0.4,2
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,putchar,code:0005ac,Non-Crypto,1,1,2,0,0,0.0,4.0,0,2,0,1,0,0,4,1.940593624176297,0.08333333333333333,True,12,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,1,1,4,0.16666666666666666,3.52164063634332,2.8553885422075336,0.5,3
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,puts,code:0005b3,Non-Crypto,9,12,5,2,2,0.16666666666666666,4.888888888888889,1,7,4,8,2,0,44,0.841588531475153,0.09448375995230937,True,100,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,12,8,19,0.13043478260869565,5.202848560220106,2.6435059303521045,0.11363636363636363,33
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,vfprintf,code:0005e3,Non-Crypto,1,1,2,0,0,0.0,5.0,1,2,0,1,0,0,5,2.5216406363433186,0.0,False,2,0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,0,0,4,0,0,0,0.0,3.188721875540867,0.4689955935892812,0.4,2
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,strnlen_P,code:0007c4,Non-Crypto,3,3,2,0,0,0.0,3.6666666666666665,2,3,1,2,0,0,11,0.8011558909917307,0.14245014245014245,True,54,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,9,8,12,0.039473684210526314,4.061482186720775,2.267272988072163,0.18181818181818182,10
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,strnlen,code:0007cf,Non-Crypto,3,3,2,0,0,0.0,3.6666666666666665,2,3,1,2,0,0,11,0.7874477427250257,0.13700351935646052,True,50,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,8,8,7,12,0.02702702702702703,3.9362600275315263,2.158441792303752,0.18181818181818182,10
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,fputc,code:0007da,Non-Crypto,9,12,5,1,1,0.08333333333333333,6.666666666666667,1,9,4,8,1,0,60,1.3046251695571867,0.14684459914893072,True,132,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,24,18,44,0.11811023622047244,5.673930204123511,2.399126427585682,0.08333333333333333,46
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,__ultoa_invert,code:000816,Non-Crypto,13,24,13,4,2,0.16666666666666666,5.076923076923077,2,12,7,17,4,0,66,0.9822229681582832,0.13059810220838963,True,244,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,55,46,91,0.02268041237113402,5.945835552004707,2.432207868545846,0.19696969696969696,40
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,FUN_code_000859,code:000859,Non-Crypto,2,2,2,0,0,0.0,5.5,1,2,1,1,0,0,11,1.22447694435914,0.4816285998013903,True,90,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,39,24,10,0.00909090909090909,3.3843641434371503,2.349183168658287,0.18181818181818182,8
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,FUN_code_000864,code:000864,Non-Crypto,3,3,2,0,0,0.0,5.333333333333333,1,3,1,2,0,0,16,0.8260905579574275,0.2919103313840156,True,92,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,37,24,20,0.007518796992481203,4.174800876357291,2.76591114642757,0.125,11
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,__prologue_saves__,code:000874,Non-Crypto,1,1,2,0,0,0.0,16.0,0,2,0,1,0,0,16,1.3567796494470397,0.0,True,64,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,0,0,16,0.5,3.271782221599798,1.0,0.125,1
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,FUN_code_000884,code:000884,Non-Crypto,1,0,1,0,0,0.0,12.0,1,1,0,0,0,0,12,1.6863717137095429,0.48717948717948717,True,94,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,35,19,6,0.02564102564102564,4.001629167387823,2.5152708978743235,0.08333333333333333,10
avr,Non-Crypto,avr-gcc,O1,xor_avr_avr-gcc_O1.elf,__epilogue_restores__,code:000890,Non-Crypto,1,0,1,0,0,0.0,27.0,2,1,0,0,0,0,27,1.9804440900078184,0.24305555555555555,True,94,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,33,18,25,0.13194444444444445,4.787023381672907,2.6256074827267737,0.037037037037037035,9
avr,Non-Crypto,avr-gcc,O2,xor_avr_avr-gcc_O2.elf,__trampolines_start,code:000034,Non-Crypto,1,1,2,0,0,0.0,6.0,0,2,0,1,0,0,6,1.8666250334275927,0.7142857142857143,False,44,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,18,10,0,0.0,3.4182958340544896,1.8352377453121176,0.3333333333333333,5
avr,Non-Crypto,avr-gcc,O2,xor_avr_avr-gcc_O2.elf,__do_copy_data,code:00003a,Non-Crypto,3,4,3,1,1,0.25,3.6666666666666665,0,3,1,3,1,0,11,1.4707635725179038,0.11458333333333333,True,30,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,5,4,6,0.058823529411764705,4.061482186720775,1.8334142027643539,0.2727272727272727,7
avr,Non-Crypto,avr-gcc,O2,xor_avr_avr-gcc_O2.elf,__do_clear_bss,code:000045,Non-Crypto,4,6,4,1,1,0.16666666666666666,2.5,0,5,1,5,1,0,10,1.2516175236233678,0.0859375,True,24,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,5,4,7,0.04,4.334962500721156,1.9965656302427193,0.4,8
avr,Non-Crypto,avr-gcc,O2,xor_avr_avr-gcc_O2.elf,rol,code:000053,Non-Crypto,7,8,3,2,2,0.25,2.4285714285714284,1,5,2,6,2,0,17,0.8477297619418646,0.30986394557823127,True,70,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,17,13,8,0.011764705882352941,4.4518851802374915,2.1247167849123594,0.17647058823529413,15
avr,XOR-CIPHER,avr-gcc,O2,xor_avr_avr-gcc_O2.elf,sub,code:000064,XOR-CIPHER,3,3,2,0,0,0.0,4.666666666666667,1,3,1,2,0,0,14,1.3200629096722596,0.1598360655737705,True,38,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,12,9,15,0.043010752688172046,4.593069207771888,1.8457003619561325,0.14285714285714285,11
avr,XOR-CIPHER,avr-gcc,O2,xor_avr_avr-gcc_O2.elf,perm,code:000072,XOR-CIPHER,5,6,3,0,0,0.0,9.4,1,5,2,4,0,0,47,1.518168703545837,0.29538929155950433,True,268,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,85,51,31,0.03103448275862069,5.522295634234472,2.633121110769243,0.06382978723404255,36
avr,XOR-CIPHER,avr-gcc,O2,xor_avr_avr-gcc_O2.elf,diff,code:0000a1,XOR-CIPHER,3,4,3,1,1,0.25,15.333333333333334,1,4,1,3,1,0,46,1.3413876409168866,0.10344827586206896,True,182,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,32,26,33,0.08653846153846154,5.097208868063903,2.526606241400944,0.06521739130434782,33
avr,XOR-CIPHER,avr-gcc,O2,xor_avr_avr-gcc_O2.elf,xor_init,code:0000d0,XOR-CIPHER,9,13,6,3,3,0.23076923076923078,12.777777777777779,1,7,3,10,3,0,115,1.4734906235827105,0.15679765284225253,True,342,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,53,45,101,0.08823529411764706,6.066558088216407,2.4037930353137287,0.05217391304347826,61
avr,XOR-CIPHER,avr-gcc,O2,xor_avr_avr-gcc_O2.elf,xor_encrypt_block,code:000145,XOR-CIPHER,10,17,9,4,4,0.23529411764705882,9.9,1,10,5,12,4,0,99,1.4150389551019127,0.22060642674055853,True,452,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,101,67,84,0.06809338521400778,5.748986278289045,2.8075917671754995,0.09090909090909091,45
avr,XOR-CIPHER,avr-gcc,O2,xor_avr_avr-gcc_O2.elf,xor_decrypt_block,code:0001ab,XOR-CIPHER,21,31,12,5,5,0.16129032258064516,6.714285714285714,1,8,9,22,5,0,141,0.9923350549818528,0.134732158231713,True,524,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,118,79,101,0.06870229007633588,6.103443707409579,2.63676824912483,0.0851063829787234,65
avr,XOR-CIPHER,avr-gcc,O2,xor_avr_avr-gcc_O2.elf,xor_stream,code:00023a,XOR-CIPHER,12,17,7,4,4,0.23529411764705882,12.416666666666666,1,6,5,12,4,0,149,0.9577884580824124,0.14097014838290642,True,486,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,4,120,78,120,0.10289855072463767,6.312180858074515,2.640505127338746,0.04697986577181208,64
